id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,label
16809,2,0,0,4,Meal Plan 1,0,Room_Type 1,36,2018,1,12,Online,0,0,0,60.29,0,1
16810,2,0,0,2,Not Selected,0,Room_Type 1,26,2018,10,21,Online,0,0,0,119,2,0
16811,2,0,2,2,Meal Plan 1,0,Room_Type 1,149,2017,8,29,Online,0,0,0,80.75,0,1
16812,2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,10,2,Offline,0,0,0,85,0,0
16813,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,3,Corporate,0,0,0,79,0,0
16814,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,11,1,Online,0,0,0,120,1,0
16815,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2017,10,16,Online,0,0,0,98.4,2,0
16816,2,0,2,3,Meal Plan 1,0,Room_Type 1,52,2018,4,9,Offline,0,0,0,80.75,0,0
16817,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,0
16818,2,0,1,2,Not Selected,0,Room_Type 1,53,2018,12,16,Online,0,0,0,79.2,1,0
16819,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121,0,0
16820,2,0,2,1,Meal Plan 2,0,Room_Type 1,5,2017,8,15,Offline,0,0,0,94.5,0,0
16821,1,0,2,2,Meal Plan 1,0,Room_Type 1,111,2018,12,24,Online,0,0,0,88.4,2,0
16822,2,0,1,1,Meal Plan 1,0,Room_Type 1,78,2018,7,18,Online,0,0,0,105.3,0,1
16823,2,0,2,5,Meal Plan 1,0,Room_Type 1,42,2018,4,24,Online,0,0,0,81.73,1,0
16824,2,0,2,4,Meal Plan 2,0,Room_Type 4,134,2018,6,26,Online,0,0,0,136,0,0
16825,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,2018,3,4,Online,0,0,0,131,0,0
16826,2,0,1,4,Meal Plan 1,0,Room_Type 1,56,2018,2,8,Offline,0,0,0,60,1,0
16827,2,0,2,5,Meal Plan 1,0,Room_Type 1,11,2018,8,13,Online,0,0,0,143.86,1,0
16828,2,0,0,1,Meal Plan 1,0,Room_Type 4,90,2018,9,8,Online,0,0,0,149.4,2,0
16829,1,0,3,8,Meal Plan 1,0,Room_Type 1,5,2018,4,11,Aviation,0,0,0,95,0,0
16830,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Offline,0,0,0,115,0,1
16831,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,8,Offline,0,0,0,45,0,0
16832,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108,0,1
16833,2,1,0,2,Meal Plan 1,0,Room_Type 1,42,2018,11,24,Offline,0,0,0,85.05,0,0
16834,2,0,2,1,Meal Plan 1,0,Room_Type 1,172,2018,7,3,Online,0,0,0,96.3,1,0
16835,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,0
16836,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,5,9,Online,0,0,0,89,0,0
16837,2,0,0,4,Meal Plan 1,0,Room_Type 1,145,2018,5,18,Offline,0,0,0,80.75,0,0
16838,2,0,2,1,Not Selected,1,Room_Type 1,62,2018,5,21,Online,0,0,0,126.4,1,0
16839,2,0,2,5,Meal Plan 1,0,Room_Type 4,67,2018,9,4,Online,0,0,0,127.8,1,0
16840,1,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,9,27,Online,0,0,0,133,1,0
16841,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,3,9,Online,0,0,0,78.3,0,0
16842,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,0
16843,2,0,0,4,Meal Plan 1,0,Room_Type 4,231,2018,6,8,Online,0,0,0,115.2,1,1
16844,0,2,0,2,Meal Plan 1,0,Room_Type 2,130,2018,10,21,Online,0,0,0,110.7,1,0
16845,2,0,2,4,Meal Plan 1,0,Room_Type 4,138,2018,8,13,Online,0,0,0,145.2,1,1
16846,2,0,2,1,Meal Plan 1,0,Room_Type 1,61,2018,8,28,Offline,0,0,0,78.25,0,0
16847,3,0,0,2,Meal Plan 1,0,Room_Type 7,3,2018,4,7,Online,0,0,0,185.57,0,0
16848,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,224.67,0,1
16849,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,1
16850,1,0,1,3,Meal Plan 1,0,Room_Type 2,210,2017,7,30,Online,0,0,0,68,0,1
16851,2,0,2,4,Meal Plan 1,0,Room_Type 4,26,2018,11,12,Online,0,0,0,99.17,2,0
16852,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,10,5,Offline,0,0,0,129,1,0
16853,3,0,1,3,Meal Plan 1,0,Room_Type 4,74,2018,7,11,Online,0,0,0,139.95,0,1
16854,1,0,2,1,Meal Plan 1,0,Room_Type 1,3,2018,6,19,Offline,0,0,0,76.5,0,0
16855,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,8,14,Online,0,0,0,120.15,1,0
16856,1,0,0,2,Meal Plan 1,0,Room_Type 1,159,2018,9,28,Online,0,0,0,94.25,2,1
16857,2,0,0,2,Not Selected,0,Room_Type 1,140,2018,8,12,Online,0,0,0,112.5,1,0
16858,2,0,0,3,Not Selected,0,Room_Type 1,130,2018,6,2,Online,0,0,0,116.1,0,1
16859,1,0,0,3,Meal Plan 1,0,Room_Type 1,6,2017,10,20,Online,0,0,0,120,1,0
16860,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,5,Online,0,0,0,97,0,0
16861,1,0,1,1,Meal Plan 1,0,Room_Type 1,16,2018,1,18,Online,0,0,0,90,0,0
16862,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,7,1,Online,0,0,0,0,0,0
16863,2,0,0,2,Not Selected,1,Room_Type 1,10,2017,8,20,Online,0,0,0,90,2,0
16864,1,0,1,0,Not Selected,0,Room_Type 1,10,2018,9,12,Online,0,0,0,87.01,1,0
16865,2,0,2,1,Meal Plan 1,0,Room_Type 1,39,2018,11,19,Offline,0,0,0,72,0,0
16866,1,0,0,2,Meal Plan 1,0,Room_Type 1,47,2017,11,11,Corporate,0,0,0,65,1,0
16867,2,0,2,1,Meal Plan 1,0,Room_Type 1,79,2018,12,18,Online,0,0,0,102.6,1,0
16868,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140,0,0
16869,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Offline,0,0,0,90,0,1
16870,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2018,1,12,Online,0,0,0,69.6,0,0
16871,2,0,2,2,Meal Plan 1,0,Room_Type 1,92,2018,4,2,Online,0,0,0,77.6,0,0
16872,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75,0,1
16873,2,0,2,2,Meal Plan 1,0,Room_Type 4,81,2018,3,26,Online,0,0,0,95.2,0,1
16874,2,0,1,4,Meal Plan 1,0,Room_Type 1,36,2018,12,21,Online,0,0,0,88.4,2,0
16875,3,0,1,2,Meal Plan 1,0,Room_Type 4,95,2018,10,17,Online,0,0,0,151.2,2,0
16876,2,0,2,3,Meal Plan 1,0,Room_Type 1,17,2018,10,9,Offline,0,0,0,95,1,0
16877,2,0,0,3,Not Selected,0,Room_Type 1,78,2018,9,1,Online,0,0,0,122.1,0,1
16878,1,0,2,6,Meal Plan 1,0,Room_Type 1,12,2018,3,5,Online,0,0,0,92.63,1,1
16879,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,4,17,Online,0,0,0,99.3,0,1
16880,2,0,0,2,Not Selected,0,Room_Type 1,15,2018,2,12,Online,0,0,0,79,0,1
16881,2,0,0,4,Meal Plan 1,0,Room_Type 4,190,2018,6,8,Online,0,0,0,90.65,2,1
16882,2,0,2,1,Not Selected,0,Room_Type 1,97,2018,10,30,Online,0,0,0,79.8,1,1
16883,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,0
16884,3,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,3,17,Online,0,0,0,127,2,0
16885,2,0,0,3,Meal Plan 1,0,Room_Type 1,27,2018,5,10,Online,0,0,0,141,0,1
16886,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75,0,1
16887,2,0,2,1,Meal Plan 1,0,Room_Type 4,124,2018,7,16,Online,0,0,0,118.8,1,1
16888,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109,0,1
16889,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,9,7,Online,0,0,0,123.5,2,0
16890,2,0,0,1,Meal Plan 1,0,Room_Type 4,32,2018,7,7,Online,1,0,2,149.4,1,0
16891,2,0,0,2,Meal Plan 1,0,Room_Type 1,54,2018,2,26,Online,0,0,0,80.3,0,0
16892,2,0,0,2,Meal Plan 1,0,Room_Type 1,173,2018,8,2,Online,0,0,0,105.3,0,1
16893,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,6,17,Offline,0,0,0,95.88,0,1
16894,2,1,0,2,Meal Plan 1,0,Room_Type 1,11,2018,2,3,Online,0,0,0,111,2,0
16895,2,0,2,1,Meal Plan 1,0,Room_Type 1,160,2018,7,17,Online,0,0,0,102.3,0,1
16896,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,1
16897,1,0,0,1,Not Selected,0,Room_Type 1,36,2018,10,13,Online,0,0,0,102.6,2,0
16898,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100,0,0
16899,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,0
16900,2,0,0,3,Meal Plan 1,1,Room_Type 2,104,2017,8,11,Online,0,0,0,67.9,2,0
16901,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,6,Online,0,0,0,81,1,0
16902,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,9,23,Online,0,0,0,120,1,1
16903,3,0,2,2,Meal Plan 1,0,Room_Type 4,2,2018,2,6,Online,0,0,0,130,2,0
16904,1,0,0,2,Meal Plan 2,0,Room_Type 1,69,2017,9,22,Offline,0,0,0,83,0,0
16905,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,9,16,Offline,0,0,0,75,0,0
16906,2,0,0,1,Not Selected,0,Room_Type 1,17,2018,2,25,Online,0,0,0,81,0,0
16907,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65,1,0
16908,2,0,2,1,Meal Plan 1,0,Room_Type 4,50,2018,10,8,Online,0,0,0,139.5,1,1
16909,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,2018,3,9,Offline,0,0,0,80,0,0
16910,1,0,0,1,Meal Plan 1,0,Room_Type 5,6,2018,12,6,Corporate,1,0,4,105,0,0
16911,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116,0,0
16912,2,0,0,3,Meal Plan 1,0,Room_Type 4,303,2018,12,27,Online,0,0,0,91.8,0,1
16913,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2017,8,21,Online,0,0,0,106,1,0
16914,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2018,7,27,Online,0,0,0,135.9,1,1
16915,2,0,1,3,Not Selected,0,Room_Type 1,7,2018,11,17,Online,0,0,0,78.63,2,0
16916,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,85,0,0
16917,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62,1,0
16918,2,0,1,2,Not Selected,0,Room_Type 1,87,2018,3,25,Online,0,0,0,85.5,1,1
16919,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80,0,0
16920,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,7,29,Complementary,0,0,0,0,1,0
16921,2,0,1,3,Meal Plan 1,0,Room_Type 4,17,2017,9,14,Online,0,0,0,74.61,1,0
16922,1,0,1,0,Meal Plan 1,0,Room_Type 1,36,2018,10,16,Online,0,0,0,107.1,1,1
16923,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,0
16924,2,0,2,5,Meal Plan 1,0,Room_Type 1,63,2018,7,23,Online,0,0,0,105.3,0,1
16925,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,12,10,Corporate,1,0,1,65,0,0
16926,3,0,1,4,Meal Plan 1,0,Room_Type 1,7,2018,2,15,Offline,0,0,0,115,1,0
16927,2,0,0,3,Not Selected,0,Room_Type 1,59,2018,11,23,Online,0,0,0,79.2,0,1
16928,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,0
16929,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,86,0,1
16930,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,5,19,Online,0,0,0,0,2,0
16931,2,0,1,0,Meal Plan 1,0,Room_Type 1,9,2018,4,17,Online,0,0,0,101,0,1
16932,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,91,0,0
16933,1,0,0,2,Meal Plan 1,0,Room_Type 4,6,2017,12,17,Online,0,0,0,97,0,0
16934,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120,0,0
16935,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,2018,10,5,Online,0,0,0,149,1,0
16936,2,0,1,2,Not Selected,0,Room_Type 1,77,2018,4,15,Online,0,0,0,68.04,1,0
16937,2,0,0,2,Meal Plan 1,0,Room_Type 1,94,2018,8,23,Online,0,0,0,117.9,0,1
16938,2,0,0,3,Meal Plan 1,0,Room_Type 1,9,2017,10,7,Online,0,0,0,145,0,0
16939,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,1
16940,2,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,1,8,Online,0,0,0,87,1,0
16941,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,1
16942,3,0,2,0,Meal Plan 1,0,Room_Type 4,77,2018,6,19,Online,0,0,0,164.3,2,0
16943,3,0,1,2,Meal Plan 1,0,Room_Type 4,49,2018,7,1,Online,0,0,0,150.3,4,0
16944,2,0,0,3,Not Selected,0,Room_Type 1,64,2018,4,21,Online,0,0,0,94.5,0,0
16945,2,0,1,2,Meal Plan 1,0,Room_Type 1,72,2018,6,17,Online,0,0,0,126.9,1,0
16946,2,0,0,5,Meal Plan 1,0,Room_Type 4,83,2018,7,5,Online,0,0,0,127.8,0,1
16947,1,0,2,1,Meal Plan 1,0,Room_Type 1,72,2018,4,3,Online,0,0,0,87.3,0,1
16948,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,4,4,Corporate,1,0,2,65,0,0
16949,1,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,5,8,Online,0,0,0,121.5,0,1
16950,2,0,0,1,Meal Plan 1,0,Room_Type 4,12,2018,2,27,Online,0,0,0,108,1,0
16951,1,0,0,2,Meal Plan 1,0,Room_Type 4,13,2018,6,7,Corporate,0,0,0,110,0,0
16952,1,0,1,2,Meal Plan 1,0,Room_Type 1,157,2018,9,19,Online,0,0,0,130.5,0,1
16953,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,2018,10,3,Offline,0,0,0,85,0,0
16954,1,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Online,0,0,0,1,2,0
16955,2,0,0,4,Meal Plan 1,0,Room_Type 4,25,2018,6,14,Online,0,0,0,126.23,1,0
16956,2,2,1,2,Meal Plan 1,0,Room_Type 6,7,2017,8,3,Complementary,0,0,0,0,2,0
16957,3,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,4,5,Online,0,0,0,137,2,0
16958,2,0,2,5,Meal Plan 1,0,Room_Type 1,144,2018,7,16,Offline,0,0,0,72.25,0,0
16959,2,0,0,2,Not Selected,0,Room_Type 1,36,2018,11,8,Online,0,0,0,142.45,1,0
16960,2,0,2,2,Meal Plan 1,0,Room_Type 1,176,2018,10,7,Online,0,0,0,94.12,0,1
16961,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,1,Offline,0,0,0,60,0,0
16962,1,1,1,3,Meal Plan 1,0,Room_Type 1,83,2018,8,1,Online,0,0,0,167.1,1,0
16963,3,0,0,3,Meal Plan 1,0,Room_Type 4,104,2018,10,25,Online,0,0,0,123.3,2,0
16964,1,0,0,3,Meal Plan 1,0,Room_Type 1,13,2018,4,19,Aviation,0,0,0,95,0,0
16965,1,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,11,6,Online,0,0,0,163.17,2,0
16966,1,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185,0,0
16967,2,0,0,1,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,0
16968,2,0,0,1,Not Selected,0,Room_Type 1,55,2018,4,12,Online,0,0,0,94.5,0,0
16969,2,0,0,2,Not Selected,0,Room_Type 1,7,2018,4,22,Online,0,0,0,119,1,1
16970,2,0,2,5,Meal Plan 1,0,Room_Type 1,39,2018,11,13,Online,0,0,0,64.67,3,0
16971,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,2018,9,5,Offline,0,0,0,89.14,1,0
16972,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,1
16973,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79,0,0
16974,1,0,0,3,Meal Plan 1,0,Room_Type 1,209,2018,12,8,Online,0,0,0,81.9,1,0
16975,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,6,2,Online,0,0,0,120,0,0
16976,3,0,2,3,Meal Plan 1,0,Room_Type 4,14,2018,5,8,Online,0,0,0,159,0,1
16977,2,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,3,12,Online,0,0,0,78.3,0,0
16978,2,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,96,0,0
16979,2,0,1,3,Not Selected,0,Room_Type 1,39,2018,5,12,Online,0,0,0,116.1,0,1
16980,2,0,0,3,Meal Plan 1,0,Room_Type 4,29,2017,10,27,Offline,0,0,0,75,0,0
16981,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,5,24,Corporate,0,0,0,110,1,0
16982,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,21,Online,0,0,0,177,1,0
16983,1,0,1,1,Not Selected,0,Room_Type 1,5,2018,12,19,Online,0,0,0,68,0,0
16984,2,0,1,2,Meal Plan 1,0,Room_Type 4,58,2018,6,3,Online,0,0,0,137.4,0,1
16985,2,0,2,2,Meal Plan 1,0,Room_Type 4,7,2018,3,25,Online,0,0,0,161,0,1
16986,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130,0,0
16987,1,0,0,1,Meal Plan 1,0,Room_Type 1,68,2017,12,2,Corporate,0,0,0,65,1,0
16988,2,0,0,3,Meal Plan 1,0,Room_Type 1,141,2018,8,25,Offline,0,0,0,72.25,0,0
16989,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,1
16990,2,0,1,0,Not Selected,0,Room_Type 1,22,2018,9,11,Online,0,0,0,89,1,0
16991,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,1
16992,1,0,0,1,Meal Plan 2,0,Room_Type 4,1,2018,4,6,Offline,0,0,0,92,0,0
16993,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,2018,10,29,Offline,0,0,0,95,1,0
16994,2,0,1,1,Meal Plan 1,0,Room_Type 1,60,2017,9,21,Offline,0,0,0,48,0,1
16995,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,80,0,0
16996,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52,0,1
16997,2,0,0,3,Meal Plan 1,0,Room_Type 1,131,2018,10,4,Online,0,0,0,144.67,1,0
16998,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,0
16999,2,0,1,2,Meal Plan 1,0,Room_Type 4,17,2018,5,30,Online,0,0,0,102.15,0,1
17000,2,0,2,3,Meal Plan 1,0,Room_Type 1,78,2018,9,3,Online,0,0,0,135.9,0,1
17001,3,0,1,2,Meal Plan 1,0,Room_Type 4,234,2018,9,23,Online,0,0,0,159.3,2,1
17002,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90,0,0
17003,2,1,0,2,Meal Plan 1,0,Room_Type 1,93,2018,7,12,Online,0,0,0,121.5,2,0
17004,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,1
17005,2,0,2,3,Not Selected,0,Room_Type 1,89,2018,12,22,Online,0,0,0,74.8,1,0
17006,1,0,0,4,Not Selected,0,Room_Type 1,170,2018,7,19,Online,0,0,0,85,1,0
17007,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,5,21,Online,0,0,0,176,1,1
17008,2,0,0,1,Not Selected,0,Room_Type 1,97,2018,5,19,Online,0,0,0,116.1,1,0
17009,2,0,0,1,Not Selected,0,Room_Type 1,119,2018,11,10,Online,0,0,0,161.1,1,0
17010,3,0,1,3,Meal Plan 1,0,Room_Type 1,83,2018,8,1,Online,0,0,0,154.7,1,0
17011,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,1
17012,2,0,0,3,Meal Plan 1,0,Room_Type 1,79,2017,7,2,Online,0,0,0,76.5,1,1
17013,2,0,1,4,Meal Plan 1,0,Room_Type 1,61,2017,12,30,Online,1,1,0,111.6,1,0
17014,3,0,0,3,Meal Plan 1,0,Room_Type 4,58,2018,3,31,Online,0,0,0,123.3,2,0
17015,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,2018,12,1,Offline,0,0,0,75,0,0
17016,1,0,2,5,Meal Plan 1,0,Room_Type 1,15,2018,12,20,Online,0,0,0,88.4,0,0
17017,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115,1,1
17018,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,10,1,Online,0,0,0,120,1,0
17019,2,0,2,5,Meal Plan 1,0,Room_Type 1,246,2018,12,27,Online,0,0,0,58.36,1,1
17020,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,0
17021,2,0,2,2,Meal Plan 1,0,Room_Type 1,40,2017,9,19,Online,0,0,0,94.5,2,0
17022,2,0,0,4,Not Selected,0,Room_Type 1,56,2018,3,15,Online,0,0,0,68.64,0,1
17023,2,0,2,2,Meal Plan 1,0,Room_Type 4,89,2018,4,8,Online,0,0,0,71.67,1,0
17024,2,0,0,4,Meal Plan 1,0,Room_Type 4,0,2017,12,29,Offline,0,0,0,60.25,0,0
17025,2,0,1,2,Not Selected,0,Room_Type 1,57,2018,11,11,Online,0,0,0,64.37,1,0
17026,2,0,0,1,Meal Plan 1,0,Room_Type 1,173,2018,8,4,Online,0,0,0,105.3,0,1
17027,2,0,0,3,Not Selected,0,Room_Type 1,142,2018,6,9,Online,0,0,0,109.2,1,0
17028,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120,0,0
17029,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,1
17030,2,0,1,4,Not Selected,0,Room_Type 1,33,2018,4,18,Online,0,0,0,90.54,0,1
17031,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,1
17032,2,0,2,5,Meal Plan 1,0,Room_Type 1,35,2018,3,8,Online,0,0,0,81.9,1,1
17033,2,0,2,2,Meal Plan 1,0,Room_Type 1,129,2018,5,13,Offline,0,0,0,80.75,0,0
17034,2,0,1,2,Meal Plan 1,0,Room_Type 1,125,2018,6,17,Online,0,0,0,97.71,2,0
17035,1,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Online,0,0,0,0,0,0
17036,1,0,0,2,Not Selected,0,Room_Type 1,0,2017,10,9,Online,0,0,0,117.04,1,0
17037,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,8,20,Online,0,0,0,139,0,0
17038,2,0,2,7,Meal Plan 2,0,Room_Type 4,17,2018,12,9,Offline,0,0,0,108.2,0,0
17039,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65,0,1
17040,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,12,Complementary,1,1,6,0,1,0
17041,2,0,1,4,Meal Plan 1,0,Room_Type 4,64,2018,10,19,Offline,0,0,0,96.3,0,0
17042,2,0,2,3,Meal Plan 1,0,Room_Type 1,144,2018,9,23,Online,0,0,0,129.6,2,0
17043,1,0,0,1,Not Selected,0,Room_Type 1,20,2018,6,8,Online,0,0,0,109,1,0
17044,2,0,0,0,Not Selected,0,Room_Type 1,22,2018,7,27,Online,0,0,0,0,1,0
17045,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,10,12,Online,0,0,0,130,1,0
17046,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,0,1
17047,2,0,1,3,Meal Plan 1,0,Room_Type 1,93,2017,12,3,Online,0,0,0,72.25,2,0
17048,1,0,1,5,Meal Plan 1,0,Room_Type 1,0,2018,10,18,Corporate,0,0,0,120,0,0
17049,2,0,2,1,Meal Plan 1,0,Room_Type 1,203,2018,10,8,Offline,0,0,0,87.12,0,0
17050,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85,1,0
17051,2,0,0,3,Meal Plan 1,0,Room_Type 2,221,2018,8,10,Online,0,0,0,86.75,0,1
17052,1,0,1,0,Meal Plan 1,0,Room_Type 1,36,2018,10,16,Online,0,0,0,107.1,1,1
17053,2,0,2,5,Meal Plan 2,0,Room_Type 4,200,2018,12,24,Online,0,0,0,130.05,0,0
17054,2,0,0,3,Meal Plan 1,1,Room_Type 1,157,2018,8,10,Online,0,0,0,123.3,2,1
17055,2,0,2,0,Not Selected,0,Room_Type 1,56,2018,4,17,Online,0,0,0,90,0,1
17056,3,0,4,8,Meal Plan 1,0,Room_Type 4,79,2018,7,3,Online,0,0,0,138.56,1,1
17057,2,0,2,2,Meal Plan 1,0,Room_Type 1,139,2018,8,13,Online,0,0,0,114.3,0,1
17058,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,3,18,Online,0,0,0,78.3,0,0
17059,2,0,1,1,Not Selected,0,Room_Type 1,4,2018,1,16,Online,0,0,0,59.75,1,0
